Date,Open,High,Low,Close,Adj Close,Volume
2022-07-01,136.039993,139.039993,135.660004,138.929993,138.507507,71051600
2022-07-05,137.770004,141.610001,136.929993,141.559998,141.129517,73353800
2022-07-06,141.350006,144.119995,141.080002,142.919998,142.485397,74064300
2022-07-07,143.289993,146.550003,143.279999,146.350006,145.904968,66253700
2022-07-08,145.259995,147.550003,145.000000,147.039993,146.592850,64547800
2022-07-11,145.669998,146.639999,143.779999,144.869995,144.429443,63141600
2022-07-12,145.759995,148.449997,145.050003,145.860001,145.416443,77588800
2022-07-13,142.990005,146.449997,142.119995,145.490005,145.047577,71185600
2022-07-14,144.080002,148.949997,143.250000,148.470001,148.018509,78140700
2022-07-15,149.779999,150.860001,148.199997,150.169998,149.713348,76259900
2022-07-18,150.740005,151.570007,146.699997,147.070007,146.622772,81420900
2022-07-19,147.919998,151.229996,146.910004,151.000000,150.540817,82982400
2022-07-20,151.119995,153.720001,150.369995,153.039993,152.574615,64823400
2022-07-21,154.500000,155.570007,151.940002,155.350006,154.877594,65086600
2022-07-22,155.389999,156.279999,153.410004,154.089996,153.621414,66675400
2022-07-25,154.009995,155.039993,152.279999,152.949997,152.484894,53623900
2022-07-26,152.259995,153.089996,150.800003,151.600006,151.139008,55138700
2022-07-27,152.580002,157.330002,152.160004,156.789993,156.313202,78620700
2022-07-28,156.979996,157.639999,154.410004,157.350006,156.871521,81378700
2022-07-29,161.240005,163.630005,159.500000,162.509995,162.015808,101786900
2022-08-01,161.009995,163.589996,160.889999,161.509995,161.018860,67829400
2022-08-02,160.100006,162.410004,159.630005,160.009995,159.523407,59907000
2022-08-03,160.839996,166.589996,160.750000,166.130005,165.624817,82507500
2022-08-04,166.009995,167.190002,164.429993,165.809998,165.305786,55474100
2022-08-05,163.210007,165.850006,163.000000,165.350006,165.076172,56697000
2022-08-08,166.369995,167.809998,164.199997,164.869995,164.596954,60276900
2022-08-09,164.020004,165.820007,163.250000,164.919998,164.646866,63135500
2022-08-10,167.679993,169.339996,166.899994,169.240005,168.959732,70170500
2022-08-11,170.059998,170.990005,168.190002,168.490005,168.210968,57149200
2022-08-12,169.820007,172.169998,169.399994,172.100006,171.814987,68039400
2022-08-15,171.520004,173.389999,171.350006,173.190002,172.903183,54091700
2022-08-16,172.779999,173.710007,171.660004,173.029999,172.743439,56377100
2022-08-17,172.770004,176.149994,172.570007,174.550003,174.260925,79542000
2022-08-18,173.750000,174.899994,173.119995,174.149994,173.861588,62290100
2022-08-19,173.029999,173.740005,171.309998,171.520004,171.235947,70346300
2022-08-22,169.690002,169.860001,167.139999,167.570007,167.292496,69026800
